ids,Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price,Address,Avg Area Comfort
206,70739.4601,6.710699576,7.166501646,6.28,35148.66775,"$1,405,933.02 ","67095 Jeffrey Islands Suite 573
West Elizabeth, MI 33061-9433",
207,58097.84182,6.386347996,?,,19903.00008,Rs8254.502581567116,"31995 Moore Brook
New Melissa, MO 19787",
208,51273.50885,7.032317226,6.888205629,2.09,53811.89491,"$1,329,273.23 ","Unit 5683 Box 5483
DPO AA 78774-2982",
209,76326.59232,5.02469487,4.936329009,3.44,42779.8313,Rs16824.58459095651,"77194 Carlson Causeway Apt. 904
West John, KY 70976",
210,63584.04588,5.832827571,?,,46340.18858,"$1,175,781.42 ","73601 Donaldson Squares
Port John, VI 73473",
211,86340.28729,4.930051,6.183440077,3.01,35630.56045,Rs19160.714096021584,"6864 Michelle Field Apt. 339
Madisonmouth, KY 99033",
212,79471.23882,5.867269778,8.197289421,6.21,36616.16883,"$1,594,415.23 ","35165 Haley Falls Suite 341
South Elizabeth, VT 29143-4442",
213,55879.50379,6.407946258,?,,37360.06356,Rs12418.106605625675,"54993 James Place Suite 797
South Kenneth, CA 86457-1211",
214,40503.54133,6.881778623,6.566175293,3.14,45979.47754,"$798,639.65 ","6799 Downs Plaza
Randallberg, NH 17910-5241",
215,83394.40783,5.601486668,5.905024344,2.08,30487.52462,Rs19356.528328702825,"79098 Brandon Island Suite 624
Horneshire, MA 35281-8110",
216,64501.22645,6.001641691,?,,43869.30998,"$1,278,991.69 ","8173 Rush Wells
New Stephanie, MS 56356",
217,59569.53734,6.279536891,7.325379539,4.24,31294.65246,Rs11812.274043324853,"762 Corey Landing Suite 528
Billymouth, AZ 48958",
218,69280.31627,6.861548028,6.923618932,4.33,40290.91149,"$1,425,632.54 ","077 Laura Curve
New Christopherview, AZ 15138",
219,66342.48968,5.857266082,?,,11792.81516,Rs12025.089902483178,"5342 Dean Overpass
Matthewville, MI 08613",
220,73367.04599,6.173290661,9.054709888,5.25,23684.78795,"$1,521,730.79 ","469 William Shore Suite 726
South Krystalchester, MP 47720",
221,57122.22484,5.70765003,5.929733805,2.4,41972.77154,Rs9556.946743318338,"566 Brown Grove Apt. 886
Cardenasmouth, IN 87042-1285",
222,61978.84805,7.912276047,?,,56957.18775,"$1,696,717.11 ","017 Bowers Field
Williamsstad, OK 15934-8122",
223,54299.96882,6.635899749,6.851535828,2.49,39512.66371,Rs10927.973437975716,"05946 Wong Spur
Susanshire, NY 67746-2473",
224,71424.40601,5.59893322,8.522538378,3.49,37242.56159,"$1,584,213.96 ","9297 Cole Highway
Patrickhaven, DC 02945-8988",
225,57353.15436,8.07544792,?,,16906.42172,Rs10651.900200529015,"88404 William Cape Apt. 249
Dawsonhaven, MA 21219-3496",0.822913285
226,44731.1098,4.188658329,8.942797164,5.12,39633.47304,"$601,973.00 ","4896 Jennifer River Apt. 180
Shafferberg, MN 77619-4214",
227,76175.49393,4.524140652,9.524973612,4.28,30760.99496,Rs19419.817239508626,"82014 Stanton Gardens Suite 664
Lake Dawnborough, DC 86197-4191",
228,66574.70999,5.550264729,?,,69575.44946,"$1,702,406.04 ","551 Macdonald Viaduct
West Stephanie, TN 55360",
229,91731.15438,5.184810712,7.94387972,6.3,33102.09542,Rs20886.280111004842,"860 Thompson Skyway Suite 901
Kimshire, AR 37353-5106",
230,75487.0326,6.453931678,7.737095684,4.02,41105.39063,"$1,592,210.18 ","5036 Peterson Throughway
East Megan, GA 08456-4696",
231,58088.43813,6.017831001,?,,51925.41161,Rs12501.711289248822,"Unit 5584 Box 2763
DPO AE 40544",
232,76319.2186,6.873130198,6.294054951,3.45,48026.30837,"$1,558,547.58 ","09437 Carolyn Mountain
Knappview, CA 70608-7504",
233,60575.16244,5.907565592,6.964616002,2.29,32158.9679,Rs15417.723653996829,"5052 Chloe Lights Apt. 374
North Scott, IA 81431",
234,69607.13367,7.077680826,?,,34609.04022,"$1,514,349.69 ","8781 Robert Lakes Suite 880
East Wendy, ID 51813",
235,67056.84048,5.222168522,7.163517523,5.25,25134.68148,Rs13854.764350741563,"3440 Cannon Lakes
Port Melaniehaven, WA 60324-0399",
236,60640.93188,5.165921529,5.355113624,2.32,43119.54066,"$809,089.67 ","0956 Isabella Lodge
East Valeriefurt, CO 64441",
237,69031.90888,5.779976246,?,,15660.40301,Rs9007.15188651423,"36736 Kristi Radial
Port Carl, ID 35292-9269",
238,80356.20939,4.660417824,9.710216896,5.02,16215.41728,"$1,373,589.80 ","10492 Reed Track
North Ericstad, IA 78774-8363",
239,60081.17662,6.768523696,8.204552838,4.3,60195.74627,Rs22534.546915931518,"Unit 6269 Box 9041
DPO AE 13073",
240,61881.47931,6.519463053,?,,35597.37289,"$1,253,370.15 ","1486 Elizabeth Plains Apt. 235
New Cynthia, MD 73729-5878",
241,59590.96529,6.891731041,5.736029404,2.03,24153.88252,Rs10320.980824721173,"239 Anna Locks Suite 853
Lisaland, GA 31515-2260",
242,89831.31929,5.20196372,7.719652764,6.37,45335.36028,"$1,741,959.83 ","77610 Evan Field Apt. 712
West Shannonland, WI 30751",
243,72175.2835,7.421738946,?,,50305.79541,Rs22743.503844252897,"11385 Thomas Ford
New Karinaton, HI 01691-9923",
244,67589.04884,6.21484263,6.060884656,2.34,33203.38392,"$1,071,109.92 ","385 Barnes Lock Suite 561
Lake Kellytown, NJ 74310",
245,77300.03144,5.260974726,6.936548024,4.49,29499.04095,Rs14907.306549460223,"039 Chan Meadows
South Amandahaven, TN 78068",
246,65382.88832,5.39681918,?,,41723.05474,"$1,165,253.03 ","945 Schneider Villages Apt. 519
West Brittneyburgh, ID 36371-1622",
247,71145.2127,6.152109975,6.765832563,2.31,35642.53034,Rs17078.802532440055,"15288 Steven Extensions Suite 209
Zacharybury, KS 87707-6205",
248,61053.038,5.787890692,5.687062576,2.02,40675.77383,"$841,122.88 ","8559 Cooper Cove Suite 935
Katherinemouth, NE 81147-6595",
249,65125.94787,5.928483443,?,,37642.78527,Rs16384.14326727362,"90043 White Lane Apt. 673
Williamburgh, DE 67265",
250,51949.2957,6.209803037,8.051118256,5.28,35336.06305,"$1,086,072.07 ","40094 Yates Lodge Suite 008
Fergusonborough, LA 87592-4342",0.508314123
251,75897.98884,5.316933287,6.768229399,3.33,34162.67061,Rs16058.297269595532,"17853 Michael Motorway
Danielfurt, MH 28095",
252,71468.3505,6.158043453,?,,43269.03337,"$1,345,004.12 ","48466 Brown Port Apt. 116
South Chelseatown, CO 28752",
253,53287.99207,5.755609227,7.162322376,3.32,45152.01427,Rs14892.031265240592,"0205 Rose Crescent
East Ritaside, MD 10967",
254,61503.0406,5.13081313,7.015317326,3.12,37650.86971,"$822,431.73 ","18941 Ray Ports
East Nicoleland, OR 67363",
255,68896.04856,6.38632518,?,,28394.60978,Rs18141.649259425747,"1515 Watson Fort
Christopherberg, MP 90562",
256,91159.41833,6.536045428,7.373850919,3.01,54861.0911,"$2,298,379.49 ","170 Smith Wall
South Christopherhaven, AZ 87521",
257,63375.34848,6.67234006,7.883780977,3.41,45633.19224,Rs18673.310234330125,"064 Kaufman River
Danielburgh, CO 09090",
258,59695.57147,5.44538285,?,,20702.80267,"$566,848.73 ","295 Angela Harbors
East Patriciaburgh, GA 95388",
259,63183.88974,5.570561937,7.541807496,5.08,58691.20066,Rs18234.483703173548,"950 Luis Avenue Suite 364
West Nicole, OR 03658-3559",
260,61177.80813,6.998928282,7.088385883,5.13,26396.29111,"$1,113,373.52 ","27945 Clark Tunnel
Kleinmouth, NV 19751-3095",
261,58642.31122,5.209923093,?,,35131.57815,Rs9626.32735299516,"6163 Michael Orchard
Gallagherborough, GA 48395",
262,53112.27806,5.138651815,6.325363471,4.25,40367.38387,"$685,503.99 ","4158 Drew Plains Apt. 975
Ericaview, MP 60784",
263,40366.61629,4.902939589,7.6171181,5.07,16349.36539,Rs2027.6249966608061,"503 Howard Pass Apt. 427
Fernandezborough, GA 02514",
264,62207.47581,7.297532823,?,,34317.53831,"$1,280,431.57 ","2084 Carter Highway Suite 935
New Stevenmouth, DE 67121",
265,57477.95076,5.405444821,7.207172822,6.35,23649.96887,Rs7582.709117780839,"2105 Lauren Radial
Lake Michellestad, FL 92096-6812",
266,55630.48896,6.283122836,8.933119985,6,38943.09599,"$1,200,764.84 ","3407 Preston Pine
East Mark, NY 86626-3319",
267,72399.30556,6.740676312,?,,41662.00007,Rs21428.82182860043,"719 Raymond Route
West Diane, ME 60200-7803",
268,89868.89193,4.504274579,7.234479887,5.45,30101.72457,"$1,421,715.42 ","310 Paul Mill Suite 863
Pamelaland, AS 20202-1133",
269,59801.49103,4.210462758,4.954387464,2.03,33534.9264,Rs4148.149341156964,"47705 Bethany Forge Suite 965
North Heatherhaven, ND 10371",
270,61957.1543,7.841080502,?,,38448.49148,"$1,338,044.38 ","791 Noble Port
Michaelland, OK 69198",
271,71123.43282,6.685810937,6.16923837,3.43,44020.1441,Rs18904.946436489747,"143 Thomas Rapid Apt. 929
West Laurieport, ND 69617",
272,55202.70547,4.375933244,8.259044318,3.4,28424.95165,"$796,389.44 ","690 Lozano Inlet
Michelleville, AL 07048-6472",
273,79298.12201,7.188208135,?,,15753.26664,Rs17469.428440525775,"3591 Pham Spring Suite 077
Lisaport, CT 43572",
274,65070.56701,7.143558507,5.579766055,4.3,24852.56515,"$994,897.73 ","Unit 9227 Box 8732
DPO AE 73770",
275,68494.98255,7.230364893,7.265462684,5.46,13998.57121,Rs16039.837724628473,"530 Johnson Circles
Cathyborough, MN 30306",0.829865098
276,55702.20538,5.551957132,?,,40087.79561,"$768,751.90 ","029 Patricia Bridge Apt. 540
Tranmouth, MP 59378-9231",
277,57233.60849,7.893834161,6.036621215,2.27,37374.91924,Rs16155.404073200549,"880 Julie Union Suite 360
Sarahchester, LA 70074-3596",
278,85313.88545,6.033157792,6.633757595,4.21,23974.43557,"$1,540,418.22 ","85227 Kevin Stream Suite 299
Lake Todd, WV 65286",
279,60224.65171,4.675940133,?,,42182.86211,Rs9496.378990702959,"97544 Williams Unions Suite 893
South Harry, ME 21119",
280,73873.81919,6.789870886,6.630909086,3.17,33336.32735,"$1,525,533.41 ","844 Hanson Points
East Lisa, ME 83883",
281,63149.48523,7.156294433,5.518835024,2.04,37578.84687,Rs13789.578691453762,"171 Rocha Via
Cassandrafort, RI 90064-6234",
282,58593.79404,4.662980906,?,,39287.5279,"$874,103.66 ","2758 Joshua Mission
Lake Chelsea, AS 18304-4644",
283,73839.87242,6.446181952,8.274063584,4.19,47602.51021,Rs25504.337136236918,"75441 Ritter Corners
North Roberttown, UT 52401-4300",
284,75984.83111,6.725721311,7.887775836,4.31,42248.68586,"$1,754,770.59 ","7815 Burns Skyway Suite 637
Melissaborough, TX 51087-6056",
285,82145.36942,6.54096795,?,,25736.09605,Rs17867.55884112528,"885 Veronica Stravenue
Wilsonland, FM 77249-8036",
286,69017.1828,5.777106148,5.783612779,3.11,55830.75284,"$1,446,756.86 ","42822 Billy Lights
Tranchester, TX 45052",
287,75429.17898,6.818759161,7.570447111,5.48,36769.24968,Rs21236.909891025785,"39474 Steven Fort Apt. 881
Kristaport, OR 79397-4419",
288,69513.53892,4.122901533,?,,14054.05343,"$660,364.98 ","030 Jason Coves Apt. 387
Lake Christophershire, CA 88567",
289,57782.41708,5.159300978,6.332626733,2.46,33426.84938,Rs11484.28774256629,"Unit 2107 Box 1980
DPO AA 76733",
290,74372.13845,6.56237959,8.184510518,6.35,34321.96015,"$1,648,246.77 ","111 Wilson Cape Suite 484
Hernandezton, VI 53808",
291,63522.12193,5.538042849,?,,31995.52529,Rs13028.478475437387,"720 Vasquez Crest
Roberthaven, OK 57313",
292,61193.71483,7.647150882,9.086807717,3.21,33196.05984,"$1,591,934.19 ","518 Gilmore Stream Suite 013
Lake Donald, ND 18581",
293,60316.79073,4.308730208,5.564352875,4.12,33831.89363,Rs9271.817747181618,"126 Kim Mount Apt. 763
Mariemouth, TN 60875",
294,58469.9122,5.408899965,?,,33547.98482,"$568,977.07 ","43340 Thomas Mission Suite 671
Longport, VT 28226",
295,75179.90299,4.595920956,7.201635799,5.13,23978.0933,Rs12474.544057271016,"38138 Carter Shores
Lake Felicia, OK 96739-7550",
296,56186.96329,3.992027946,8.960742515,5.2,41855.65474,"$984,311.77 ","569 Jeremy Orchard
New Randy, RI 27359-4665",
297,73225.0663,5.933498536,?,,61830.53972,Rs23949.94410540751,"81623 Jenna Brook
Davidfort, PR 76020",
298,74338.92771,5.084714868,5.186852796,4.07,18057.17178,"$720,080.23 ","6548 Christopher Pike
West Adammouth, NJ 07199",
299,52188.11873,5.636892091,5.807401479,4.03,42495.75468,Rs10450.778699548911,"56449 Walters Forks
Port Juliaburgh, DE 80081",
300,83311.10394,6.690551405,?,,30386.36631,"$1,598,615.97 ","2172 Jensen Lodge
Porterport, NJ 82686-8071",0.215736235
301,72288.6752,6.599434697,7.979877824,5.11,39146.9205,Rs20855.003172556917,"20276 Kelsey Plains Apt. 162
New Angiefort, DE 15768-7899",
302,54866.21569,6.986763275,7.285434147,3.46,35192.84403,"$929,480.63 ","193 Green Causeway Suite 635
Sotoburgh, NJ 15816-5656",
303,85759.65776,4.789357418,?,,25897.75802,Rs18859.93790845085,"222 Kevin Walks
North Robertoton, FL 87877",
304,59453.34204,6.29111354,7.482571479,6.08,29697.64481,"$837,668.10 ","809 May Mills
Yoderburgh, NH 42375-8927",
305,69878.7742,7.218330987,6.249192235,4.02,26814.17475,Rs15966.872722997823,"48635 Burch Pine
Lake Ellen, KY 06268",
306,59243.29763,6.729520552,?,,51405.35248,"$1,232,004.83 ","63891 Rebecca Stravenue Suite 746
East Vincentland, NV 30237",
307,57853.3302,6.500094306,7.316551003,4.36,47688.2266,Rs17145.778778755765,"507 Dorsey Harbor Suite 445
North Jacobbury, ID 07463",
308,66643.31463,6.392834115,7.698007536,4.41,30971.15711,"$1,361,521.98 ","475 Robert Road Apt. 547
Charlotteburgh, CO 82148-4460",
309,69248.29959,5.958735587,?,,35990.10339,Rs14544.351659817503,"1249 Rodriguez Skyway
East Laura, UT 81039",
310,75129.72116,6.287836931,7.447318296,3.37,41620.2893,"$1,475,319.70 ","9699 Gilbert Trail
Port Marymouth, VT 17881",
311,76209.99531,7.009045648,5.464338971,4.22,22721.6494,Rs14222.125106511352,"3283 Wu Greens
West Michelleton, AS 48620",
312,69342.37657,6.069486987,?,,21641.97286,"$1,117,432.98 ","814 King Fords
Ortizton, WY 09795",
313,77630.95508,6.80962742,6.829667441,2.29,31739.88912,Rs18937.11411783676,"003 Steven Port Apt. 012
North Michaelbury, UT 27451-2671",
314,68929.15807,7.590878456,6.891969493,3.24,172.6106863,"$840,272.86 ","178 John Fork Apt. 779
East James, VT 90132",
315,70990.80491,6.014814127,?,,30904.25303,Rs13665.439202580128,"USNS Fuentes
FPO AE 40375",
316,55860.68084,7.751794757,9.02450267,5.12,40335.22028,"$1,494,241.23 ","4458 Cabrera Plains Apt. 502
Mezamouth, MP 58250",
317,56380.9884,5.706260589,6.650904529,4.37,43994.24411,Rs15011.739831609844,"3167 George Knolls Apt. 993
East Loriside, DC 16819-7638",
318,64306.33882,4.806617647,?,,30762.36021,"$1,082,455.02 ","74367 Howard Cliff
Antoniotown, CO 92048",
319,76547.9567,6.50322147,6.974804487,3.08,40564.64489,Rs20728.46659598134,"9453 Kirk Summit Apt. 368
North Lukechester, PA 24710",
320,57101.71705,5.493161996,7.650205974,6.09,41104.46662,"$1,011,365.36 ","7958 Mills Lock Apt. 983
Brandonville, DE 25191-2184",
321,76192.65604,7.303749826,?,,21245.84162,Rs19103.420227922743,"22588 Brian Forge Suite 588
South Michelleside, NE 62469-4467",
322,79585.55223,5.778524695,8.430787826,4.32,31773.3374,"$1,612,717.55 ","53578 Rachel Estate Suite 891
Daviesstad, MH 60772",
323,70759.8558,6.367973326,5.493294013,4.2,25981.831,Rs12977.331490516197,"1981 Green Fall Suite 828
West Kimberlyburgh, RI 99528",
324,76907.23816,5.205508259,?,,21658.40932,"$679,228.99 ","433 Patterson Parkways
East Ryan, RI 32244-3823",
325,64744.94244,5.900247576,8.467599729,6.03,28880.01759,Rs16946.66585840757,"90703 Isaac Path Apt. 296
Lake Leonard, SC 34290-2341",0.388424995
326,51976.02393,5.354922556,7.375559651,4.42,36360.16875,"$910,211.02 ","258 Joshua Village Apt. 843
Jamesborough, HI 72801-0033",
327,61252.63767,5.189911336,?,,40890.26603,Rs13683.623945904747,"3505 Smith Spring
Lake Ashleyville, WY 32703-3550",
328,58841.14292,7.754160967,6.916338174,4.05,39555.07059,"$1,496,729.54 ","78312 Martin Terrace Suite 957
New Kimberly, ND 49455",
329,79112.64141,6.357250993,7.8515296,5.27,33771.74049,Rs19873.854108130596,"8923 Theresa Corner
New Annefort, KS 04537",
330,76056.28911,6.480979871,?,,28470.70147,"$1,491,838.49 ","648 Mark Green
New Aaronberg, MD 57319-9128",
331,52399.64822,6.804016971,8.971111959,3.11,18092.13036,Rs13290.283308676922,"4118 Gallagher Cliff Suite 158
Lake Alejandrochester, MO 76400-5583",
332,77551.6278,5.535920946,4.679134254,2.03,35834.493,"$1,064,854.31 ","23662 Tiffany Oval Apt. 301
Stephanieburgh, NM 67091-0155",
333,64160.81595,5.67760881,?,,32339.00628,Rs13143.330498087133,"6049 Jacqueline Centers
Elizabethberg, WA 74545",
334,71167.03414,7.328943583,9.442325018,4.35,35174.87134,"$1,952,622.40 ","51952 Nelson Radial Apt. 701
West Joshuafort, ID 09690-7341",
335,84963.66341,7.068466766,6.207145314,3.02,40447.01075,Rs23399.588825930536,"758 Chen Ramp
North Angela, IL 06000",
336,59712.82231,5.735499522,?,,42601.84262,"$1,122,240.36 ","USNS Webb
FPO AP 49097",
337,77733.73119,5.624500144,5.967832307,3.23,32074.57599,Rs16492.423043502185,"672 Larson Ramp
Robertside, NC 16903",
338,85707.07875,4.374148491,6.350156836,4.47,10424.41625,"$966,084.42 ","052 Robin Ridges Apt. 575
West Shelbyshire, MN 47834",
339,70280.36135,4.728804322,?,,39662.74187,Rs11363.5822886751,"Unit 0180 Box 6419
DPO AP 42418-5393",
340,69330.74122,7.31890726,6.252757358,2,30097.83559,"$1,280,669.87 ","3556 John Mountains Suite 339
West Michael, KS 02710",
341,72988.70597,5.95937925,5.74843726,3.36,50566.6448,Rs15869.51350540018,"6925 Sherry Run
Mcdonaldville, VT 76937",
342,65697.82067,5.728201697,?,,28742.12595,"$1,123,851.14 ","5916 Wendy Lake Apt. 451
Lake Julieborough, FL 94486",
343,76245.21847,7.955766597,7.826124971,3.12,32016.23476,Rs22521.605686934585,"7683 Susan Circles
Jimenezview, ID 13223-8250",
344,53546.87214,7.174569183,8.343557927,3.49,45504.20369,"$1,573,347.79 ","7336 Joyce Street
Ryanberg, OH 51245",
345,73643.0573,6.766853185,?,,43152.13958,Rs22626.368837767943,"127 Sharp Well
North Bernardbury, IA 84600",
346,84774.45122,7.019666733,5.450658517,2.27,32383.55544,"$1,414,286.72 ","Unit 1747 Box 4835
DPO AE 80269",
347,58140.94032,5.064855375,6.649447661,2.27,49337.53152,Rs10070.561524803703,"420 Miller Green Apt. 769
Amyview, NH 15629-9831",
348,61881.16372,6.293585382,?,,21397.4486,"$714,706.43 ","499 Mcintosh Parks
Alexandraport, MN 57727",
349,75312.25951,5.364982406,6.667365547,4.09,9487.921585,Rs12586.68744441121,"004 Susan Lights Apt. 864
Ericstad, SD 18478",
350,81328.8073,6.483153394,6.908829672,3.01,31231.5444,"$1,523,136.48 ","38412 George Forge Apt. 680
West Erika, MO 03932-3322",0.25667829
351,77931.47646,6.501686215,?,,23182.60485,Rs18972.224144211163,"8073 Miles Shores Apt. 760
Garciamouth, AK 75136",
352,84602.59697,7.097245831,7.00842733,6.11,39683.438,"$1,945,618.66 ","1391 Kimberly Port
Smithhaven, WA 19630",
353,72445.0333,5.488196879,6.509449186,2.48,69553.98833,Rs23022.92088992175,"2763 Victoria Pine Apt. 066
West Stephanie, OH 49110-6029",
354,57497.12815,6.674070665,?,,43204.15762,"$1,051,123.83 ","06882 Snyder Lake Suite 677
East Tracy, VT 49709-4496",
355,87266.34023,8.248959366,7.234261404,5,45161.18768,Rs29988.300551135908,"03567 Scott Fork
West Lisahaven, ND 55466-3035",
356,62431.9381,6.798993828,8.599555446,4.48,44115.98342,"$1,523,915.14 ","9249 Robert Cliffs
New Susan, AR 48038",
357,72107.42807,4.54230638,?,,29981.34654,Rs13860.233780109354,"Unit 5105 Box 8178
DPO AP 03939",
358,55577.07175,6.533916122,7.162535697,3.47,19560.01241,"$818,057.90 ","931 Bradley Locks Apt. 730
Justinborough, KY 10998-7603",
359,62327.89441,5.233977928,7.285225482,4.43,43364.42819,Rs14872.887800952143,"7909 Freeman Plains Suite 223
Griffithside, OR 90674",
360,73931.14266,5.662286845,?,,29568.95886,"$1,258,178.80 ","4901 Michelle Estate Suite 734
New Aimeemouth, MH 31261",
361,63429.27469,6.362565275,8.441119043,3.31,37998.99693,Rs19138.982770043775,"Unit 1395 Box 3341
DPO AE 13371-5663",
362,73423.90295,5.975373486,5.810942512,3.49,34711.78242,"$1,153,470.44 ","0831 Kathleen Mill
North Connieside, TN 84541-4719",
363,75175.87311,8.561761657,?,,22367.48207,Rs19008.046599751462,"9491 Parrish Springs Suite 070
Staceybury, OK 75939",
364,56636.24613,6.257028601,7.863188943,4.5,28139.36846,"$1,048,350.69 ","631 Jessica Throughway Suite 879
Elizabethfort, OR 35556-5686",
365,67665.93963,6.467126893,6.333920562,3.41,24758.48906,Rs16193.098382046092,"3632 Lacey Course Suite 840
Kelseyview, WY 57348-0308",
366,65986.81794,4.531777656,?,,24056.60447,"$821,859.07 ","559 David Mall Apt. 334
Port Mark, MA 66518-9630",
367,54273.91488,5.550543628,6.798805806,4.44,24233.06146,Rs10048.69695793573,"59380 Jordan Forge Suite 680
South Angela, OH 93823-2369",
368,75547.84162,3.992420475,7.332769653,6.12,40043.10216,"$1,220,001.33 ","914 Harry Bypass
Mccannborough, FL 87366",
